1;are_connected_to;1.0
1;involves;0.0
1;are_connected_in;1.0
1;be_treats_equally_by;0.7071067811865475
2;use;0.0
3;applies_to;0.0
3;applies_in;0.0
3;applies_treating_them_as;0.0
3;be_treating_as;0.0
3;applies_treating;0.0
9;is_the_processing_of;0.0
9;is_the_processing_of_programs_by;0.7071067811865475
9;is;0.0
11;is_in;0.0
12;be_also_known_as;0.7071067811865475
17;is_to_put_more_than_one_CPU_on;0.0
17;is_to_put;0.0
17;to_put_more_than_one_CPU_on;0.0
17;to_be_put_on;0.0
18;take_on;0.0
23;is_relatively;0.0
23;is_relatively_easy_on;0.0
24;be_provides_by;0.7071067811865475
24;be_available_to;0.0
25;increased;0.0
25;can_be_assigned_any_task_can_unlike;0.7071067811865475
25;can_be_assigned_any_task_can_unlike;0.7071067811865475
25;can_be_assigned_can;0.8944271909999159
25;can_be_assigned_can;0.8944271909999159
26;to_support;0.0
26;be_A_variety_of;0.0
27;can_benefit_from;0.7071067811865475
29;exists_in;0.0
29;contemplating_a_migration_from;0.0
29;be_contemplating_from;0.0
30;to_be_partition_over;0.0
32;may_reside_on;0.0
33;may_reside_on;0.0
33;are_being_collapsed_onto;0.0
33;may_reside_for;0.0
36;to_share;0.0
37;can_be_allocated_an_extralarge_portion_of_memory_for;0.7071067811865475
37;can_be_allocated;0.7071067811865475
37;has_for;0.0
38;efficiently_communicate_with;0.0
38;have_fetch_it_from;0.0
38;be;0.0
38;have_fetch;0.0
38;efficiently_communicate_in;0.0
38;have_fetch_from;0.0
38;write_data_have_into;0.0
38;write_have;0.0
40;is_in;0.0
40;is_in;0.0
41;wasmade_traps_to;0.0
41;wasmade;0.0
41;be_wasmade_to;0.0
42;isillustrated_in;0.0
51;stands_for;0.0
52;are_not_at;0.0
53;would_check;0.0
54;found;0.0
54;found_the_relevant_article_from;0.0
54;be_found_from;0.0
55;really_does_not_cover;0.0
55;see_today;0.0
56;talks_about;0.0
57;to_advance;0.0
57;So_will_try_to_advance;1.0
