Category Match;1.0;object-oriented programming;turing completeness;Theory of computation;2;Theory of computation;0
Category Match;1.0;procedural programming;turing completeness;Theory of computation;2;Theory of computation;0
Category Match;1.0;alan turing;turing completeness;Theory of computation;2;Theory of computation;0
Category Match;1.0;lambda calculus;turing completeness;Theory of computation;2;Theory of computation;0
Category Match;0.8888888888888888;programming language;turing completeness;Programming language theory;1;Programming language theory;0
Category Match;0.8888888888888888;church–turing thesis;turing completeness;Theory of computation;1;Theory of computation;0
Category Match;0.7777777777777778;finite-state machine;turing completeness;Models of computation;2;Models of computation;1
Category Match;0.7777777777777778;web development;turing completeness;Areas of computer science;2;Areas of computer science;1
Category Match;1.0;universal turing machine;turing completeness;Theory of computation;2;Theory of computation;0
Category Match;1.0;scripting language;turing completeness;Theory of computation;2;Theory of computation;0
Category Match;1.0;turing machine;turing completeness;Theory of computation;2;Theory of computation;0
Category Match;1.0;turing completeness;turing completeness;Theory of computation;2;Theory of computation;0
