5;Quantum_machine_learning;is_an_emerging_interdisciplinary_research_area_at;the_intersection_of_quantum_physics;0.87
5;Quantum_machine_learning;is;an_emerging_interdisciplinary_research_area;0.734
6;One;can_distinguish;four_different_ways_merging_the_two_parent_disciplines;0.853
7;Quantum_machine_learning_algorithms;can_use;the_advantages_of_quantum_computation;0.846
7;Quantum_machine_learning_algorithms;be_the_advantages_of;quantum_computation;0.589
7;efficient;be_implementations_of;expensive_classical_algorithms;0.377
7;classical_methods_of_machine_learning;to_be_improve_for;example;0.371
8;one;can_apply;classical_methods_of_machine_learning_to_analyse_quantum_systems;0.884
8;classical_methods_of_machine;learning_to;analyse_quantum_systems;0.668
8;classical_methods_of_machine_learning_to_analyse_quantum_systems;can_be_apply_on;the_other_hand;0.473
8;one;can_apply_classical_methods_of_machine_learning_to_analyse_quantum_systems_on;the_other_hand;0.369
9;one;can_consider;situations_wherein_both_the_learning_device_and_the_system_under_study_are_fully_quantum;0.868
9;Most;can_consider;situations_wherein_both_the_learning_device_and_the_system_under_study_are_fully_quantum;0.678
9;the_learning_device_and_the_system;are_fully_quantum_in;situations;0.492
