16;A_database_model;shows;the_logical_structure_of_a_database;0.748
18;Most_data_models;can_be_represented_by;an_accompanying_database_diagram;0.919
24;The_model;also_accounts_for;the_types_of_relationships;0.923
31;the_focus_of_this_article;is;data_modeling;0.541
31;data_modeling;be_the_focus_of;this_article;0.399
32;it;comes_to;conceptual_modeling_ORM_diagrams;0.731
32;it;is_quite;common;0.685
32;people;to_create;UML_class_diagrams;0.627
32;it;is_quite_common_in;addition)[enabler=for_people_to_create_UML_class_diagrams_and_even_Class_Responsibility_Collaborator_cards_instead;0.55
33;project_stakeholders;be_actively_involved_in;the_creation_of_the_model;0.842
33;it;to_get;project_stakeholders_actively_involved_in_the_creation_of_the_model;0.652
33;CRC_cards;are_superior_to;ORM_diagrams)[enabler=because_it_is_very_easy_to_get_project_stakeholders_actively_involved_in_the_creation_of_the_model;0.587
33;it;is_very;easy;0.576
33;my_experience;is_in;fact;0.376
34;you;can_instead_facilitate_stakeholders_through;the_creation_of_CRC_cards;0.907
34;you;can_instead_facilitate;stakeholders;0.846
34;stakeholders;can_be_instead_facilitate_through;the_creation_of_CRC_cards;0.772
36;a_diagram_and_data_model;used_to_describe;conceptual_data_models;0.829
36;a_diagram_and_data_model;to_describe;conceptual_data_models;0.78
36;A_data_structure_diagram;is;a_diagram_and_data_model;0.667
37;boxes_representing_entities_and_arrows;be_The_basic_graphic_elements_of;DSDs;0.545
43;The_following_entity_relationship_diagram;is_showing;a_typical_online_or_retail_business_ER_database_model_diagram_sample;0.658
44;The_database_model_diagram;consists_of;five_tables_and_four_parent_child_relationships;0.878
45;you;fully_understand;it;0.818
46;Conceptual_data_model;is_often_used_in;the_INITIAL_PLANNING;0.696
46;Conceptual_data_model;includes_does_not_contain_much_detailed_level_of_information_about_attributes;all_major_entities_and_relationships;0.415
