3;GDB;_;the_GNU_debugger;0.631
8;Eclipse_debugger_API;used_in;a_range_of_IDEs;0.921
13;These_two_types_of_debugging;provide_you_with;some_very_technical_information;0.83
13;These_two_types_of_debugging;provide;you;0.734
14;You;can_use_it_to_do;an_online_search;0.854
14;You;can_use;it;0.814
14;You;to_do;an_online_search;0.794
14;additional_information;to_provide_to_be;our_Customer_Support)[enabler=when_opening_a_ticket;0.509
16;all_major_browsers;feature;Developer_Tools_and_a_JavaScript_Console;0.744
17;click;be_the_Main_menu_button_;More_Tools___Developer_Tools;0.471
17;click;be_the_Main_menu_button_in;Chrome;0.304
26;GDB;_;the_GNU_debugger;0.631
31;Eclipse_debugger_API;used_in;a_range_of_IDEs;0.921
36;Many_Eclipse_perspectives_e_g_the_Java_Development_Tools_1;provide;a_debugger_front_end;0.767
37;Allinea_DDT;_;a_graphical_debugger_supporting_for_parallel_multi_process_and_multithreaded_applications;0.83
37;a_graphical_debugger_supporting_for_parallel_multi_process_and_multithreaded_applications;be_for;C_C_and_F90;0.768
37;a_graphical_debugger;supporting_for;parallel_multi_process_and_multithreaded_applications;0.681
37;Allinea_DDT;_a_graphical_debugger_supporting_for_parallel_multi_process_and_multithreaded_applications_for;C_C_and_F90;0.607
38;a_complex_tool;works_with;common_debuggers;0.782
38;It;is;a_complex_tool_that_works_with_most_common_debuggers_natively_or_with_some_external_programs;0.704
38;DDD;is_the_standard_front_end_from;the_GNU_Project;0.695
38;DDD;is;the_standard_front_end_It_is_a_complex_tool;0.465
39;visual_debugging_tools;be_based_on;GDB_CodeLite;0.767
39;GDB_GUI_Emacs_Emacs_editor;acts_as;the_frontend;0.711
39;visual_debugging_tools_based_on_GDB_CodeLite_An_open_source_cross_platform_C_C_IDE_which_have_front_end_for_gdb_the_next_version_of_CodeLite;will_also_include;a_front_end;0.677
39;GDB_CodeLite;have_front_end_for;gdb;0.539
39;GDB_CodeLite;be_based_on;cross_platform_C_C_IDE;0.453
39;GDB_CodeLite;be_based_on;the_next_version_of_CodeLite;0.368
39;GDB_CodeLite;be_the_next_version_of;CodeLite;0.362
39;visual_debugging_tools_based_on_GDB_CodeLite_An_open_source_cross_platform_C_C_IDE_which_have_front_end_for_gdb_the_next_version_of_CodeLite;will_also_include_a_front_end_to_the_LLDB_CodeBlocks_A_free_cross_platform_C_C_and_Fortran_IDE_with_a_front_end_for_gdb_RR_An_open_source_C_C_debugger_by_Mozilla_reverse;execution;0.273
39;visual_debugging_tools_based_on_GDB_CodeLite_An_open_source_cross_platform_C_C_IDE_which_have_front_end_for_gdb_the_next_version_of_CodeLite;will_also_include_a_front_end_to_the_LLDB_CodeBlocks_A_free_cross_platform_C_C_and_Fortran_IDE_with_a_front_end_for_gdb_RR_An_open_source_C_C_debugger_by_Mozilla_supporting;reproduction_of_program_state;0.197
42;The_emerging_field_of_auditory_display;uses;sound;0.807
42;The_emerging_field_of_auditory_display;uses_sound_to_convey;detailed_information;0.782
43;arbitrary_data;be_translating_into;sound;0.707
43;arbitrary_data;be_translating_through;a_process_called_sonification_or_audification;0.705
44;a_language_of_sound;is_created_through;this_process;0.754
45;a_variable_5_or_47;may_be;useful;0.654
46;communications;be_the_relative_sizes_of;the_payloads_of_each_message)[attrib=The_rhythm_conveys;0.84
47;us;to_avoid_sifting_through;pages_and_pages_of_interprocessor_messaging;0.658
48;detailed_examples_of_sonic_grammar;have_been_termed;Earcons;0.759
51;The_tools;are_grouped_tools_that_support_management_activities_tools_to_support_static_testing_etc_by;the_testing_activities_or_areas_that_are_supported_by_a;0.756
51;The_tools;are_grouped;tools_that_support_management_activities_to_support_static_testing;0.674
51;The_tools;are_grouped_tools_that_support_management_activities_tools_to_support_static_testing_etc_for;example;0.249
52;a_debugging_tool;tries_to_find;a_particular_defect;0.772
53;the_bug;disappears;it;0.655
53;the_code;is_run_then_with;the_debugger;0.198
57;we;can_apply;wide_variety_of_debugging_tools;0.7
57;wide_variety_of_debugging_tools;can_be_apply_for;debugging;0.473
57;we;can_apply_wide_variety_of_debugging_tools_such_as_debugging_compilers_dynamic_debugging_aids_automatic_test_case_generators_memory_dumps_and_cross_reference_maps_for;debugging;0.234
59;The_following_information;is_based_upon;details;0.929
