MappedWiki;types of nodes in wireless sensor networks;http://microcontrollerslab.com/wireless-sensor-networks-wsn-applications/; There is a sensor transducer, microcontroller, transceiver and power source in every sensor node.;Power (physics);power_source;0.6;0.1111111111111111;1.0;1.711111111111111;0.0;0;Mon Jun 26 20:43:42 IST 2017
UnmappedWiki;types of nodes in wireless sensor networks;https://en.wikipedia.org/wiki/Sensor_node; The equivalent term in the NASA Sensor Webs Project for a physical sensor node is pod, although the sensor node in a Sensor Web can be another Sensor Web itself.;Sensor web;sensor_web;0.65;0.034090909090909095;1.0;1.684090909090909;1.0;0;Mon Jun 26 20:43:43 IST 2017
UnmappedWiki;types of wireless sensor networks;http://microcontrollerslab.com/wireless-sensor-networks-wsn-applications/;There are different types of sensor networks such as underground, underwater, terrestrial and multimedia WSNs etc.;Wireless sensor network;sensor_networks;0.6;0.375;0.6969696969696969;1.6719696969696969;0.0;0;Mon Jun 26 20:43:43 IST 2017
MappedWiki;types of nodes in wireless sensor networks;https://www.elprocus.com/architecture-of-wireless-sensor-network-and-applications/; These nodes can be used in various real_time applications to perform various tasks like smart detecting, a discovery of neighbor node, data processing and storage, data collection, target tracking, monitor and controlling, synchronization, node localization, and effective routing between the base station and nodes.;Data collection;data_collection_;0.6;0.045454545454545456;1.0;1.6454545454545455;1.0;0;Mon Jun 26 20:43:42 IST 2017
MappedWiki;types of nodes in wireless sensor networks;https://www.elprocus.com/architecture-of-wireless-sensor-network-and-applications/; The three cross planes are namely power management, mobility management, and task management.;Power management;power_management_;0.6;0.045454545454545456;1.0;1.6454545454545455;0.0;0;Mon Jun 26 20:43:42 IST 2017
UnmappedWiki;types of nodes in wireless sensor networks;https://www.elprocus.com/architecture-of-wireless-sensor-network-and-applications/;Currently, WSN is the most standard services employed in commercial and industrial applications, because of its technical development in a processor, communication, and low_power usage of embedded computing devices.;Technological change;technical_development;0.6;0.045454545454545456;1.0;1.6454545454545455;0.0;0;Mon Jun 26 20:43:43 IST 2017
UnmappedWiki;types of nodes in wireless sensor networks;https://www.elprocus.com/architecture-of-wireless-sensor-network-and-applications/; These nodes can be used in various real_time applications to perform various tasks like smart detecting, a discovery of neighbor node, data processing and storage, data collection, target tracking, monitor and controlling, synchronization, node localization, and effective routing between the base station and nodes.;Base station;base_station;0.6;0.045454545454545456;1.0;1.6454545454545455;1.0;0;Mon Jun 26 20:43:43 IST 2017
UnmappedWiki;types of nodes in wireless sensor networks;https://www.elprocus.com/architecture-of-wireless-sensor-network-and-applications/; These nodes can be used in various real_time applications to perform various tasks like smart detecting, a discovery of neighbor node, data processing and storage, data collection, target tracking, monitor and controlling, synchronization, node localization, and effective routing between the base station and nodes.;Data processing;data_processing;0.6;0.045454545454545456;1.0;1.6454545454545455;1.0;0;Mon Jun 26 20:43:43 IST 2017
UnmappedWiki;types of nodes in wireless sensor networks;https://www.elprocus.com/architecture-of-wireless-sensor-network-and-applications/; The three cross planes are namely power management, mobility management, and task management.;Task management;task_management;0.6;0.045454545454545456;1.0;1.6454545454545455;0.0;0;Mon Jun 26 20:43:43 IST 2017
UnmappedWiki;types of nodes in wireless sensor networks;https://www.elprocus.com/architecture-of-wireless-sensor-network-and-applications/; The three cross planes are namely power management, mobility management, and task management.;Mobility management;mobility_management;0.6;0.045454545454545456;1.0;1.6454545454545455;0.0;0;Mon Jun 26 20:43:43 IST 2017
UnmappedWiki;types of nodes in wireless sensor networks;https://en.wikipedia.org/wiki/Sensor_node;Although wireless sensor nodes have existed for decades and used for applications as diverse as earthquake measurements to warfare, the modern development of small sensor nodes dates back to the 1998 Smartdust project and the NASA Sensor Webs Project One of the objectives of the Smartdust project was to create autonomous sensing and communication within a cubic millimeter of space.;Modernization theory;modern_development;0.6;0.034090909090909095;1.0;1.634090909090909;1.0;0;Mon Jun 26 20:43:43 IST 2017
UnmappedWiki;types of nodes in wireless sensor networks;https://en.wikipedia.org/wiki/Sensor_node;Although wireless sensor nodes have existed for decades and used for applications as diverse as earthquake measurements to warfare, the modern development of small sensor nodes dates back to the 1998 Smartdust project and the NASA Sensor Webs Project One of the objectives of the Smartdust project was to create autonomous sensing and communication within a cubic millimeter of space.;Cubic metre;cubic_millimeter;0.6;0.034090909090909095;1.0;1.634090909090909;1.0;0;Mon Jun 26 20:43:43 IST 2017
UnmappedWiki;types of nodes in wireless sensor networks;https://en.wikipedia.org/wiki/Sensor_node; Flash memories are used due to their cost and storage capacity.;Thermal electric capacity;storage_capacity;0.6;0.034090909090909095;1.0;1.634090909090909;1.0;0;Mon Jun 26 20:43:43 IST 2017
