1;is_one_kind_of;0.0
1;includes;0.0
1;is;0.0
1;called;0.0
2;certainly_cover_a_huge_number_of_spatially_distributed_has;0.0
2;has_controlled;0.0
2;has_controlled;0.0
2;certainly_cover_a_huge_number_of_spatially_distributed_has;0.0
2;certainly_cover_transfer_data_has;0.0
2;certainly_cover_embedded_devices_that_are_networked_to_caringly_collect_process_and_transfer_data_to_the_operators_has;0.0
2;certainly_cover_transfer_data_has;0.0
2;certainly_cover_embedded_devices_that_are_networked_to_caringly_collect_process_and_transfer_data_to_the_operators_has;0.0
21;are_typically_organized_in;1.0
22;connects_directly_to;0.0
22;connects_directly_in;0.0
23;is_routed_from;0.0
23;is_routed_on;0.0
23;connects_then_to_the_gateway_to;0.0
23;connects_then_to_the_gateway_in;0.0
24;Finally_feature;0.0
25;is_often_referred_as;0.7071067811865475
