3;_;0.0
8;used_in;1.0
15;_;0.0
20;used_in;1.0
27;feature;0.0
28;be_the_Main_menu_button_;0.0
28;be_the_Main_menu_button_in;0.0
37;can_apply;0.7071067811865475
37;can_be_apply_for;0.7071067811865475
37;can_apply_wide_variety_of_debugging_tools_such_as_debugging_compilers_dynamic_debugging_aids_automatic_test_case_generators_memory_dumps_and_cross_reference_maps_for;0.7071067811865475
39;is_based_upon;1.0
42;uses;0.0
42;uses_sound_to_convey;0.0
43;be_translating_into;0.0
43;be_translating_through;0.0
44;is_created_through;0.0
45;may_be;0.0
46;be_the_relative_sizes_of;0.0
47;to_avoid_sifting_through;0.0
48;have_been_termed;0.0
50;appears_in;0.0
50;appears_to;0.0
51;used_a_different_tune_for_each_thread_in;1.0
51;used;1.0
51;be_used_in;1.0
52;can_be;1.0
52;is;0.0
53;is_associated_with;0.0
55;are_grouped_tools_that_support_management_activities_tools_to_support_static_testing_etc_by;0.7071067811865475
55;are_grouped;0.0
55;are_grouped_tools_that_support_management_activities_tools_to_support_static_testing_etc_for;0.0
56;tries_to_find;0.0
57;disappears;0.0
57;is_run_then_with;0.0
65;to_be_actually_find_in;0.0
65;to_actually_find;0.0
65;is;0.0
66;can_be;1.0
66;can_be_useful_at;0.7071067811865475
68;is;0.0
69;to_run_a_specific_function_with;0.0
69;to_run;0.0
69;to_be_run_with;0.0
69;_such_as_JUnit_x_Unit_which_allow_the_programmer_to_run_a_specific_function_specific_inputs_in;0.0
