0;6;https://en.wikipedia.org/wiki/Architectural_pattern;additional_examples;0.5;0.2631578947368421;1.0;1.763157894736842;0.0;0
0;7;https://en.wikipedia.org/wiki/Architectural_pattern;blackboard_system;0.5;0.2631578947368421;1.0;1.763157894736842;0.0;0
0;8;https://en.wikipedia.org/wiki/Architectural_pattern;broker_pattern;0.5;0.2631578947368421;1.0;1.763157894736842;0.0;0
0;9;https://en.wikipedia.org/wiki/Architectural_pattern;event_driven_architecture;0.5;0.2631578947368421;1.0;1.763157894736842;0.0;0
0;10;https://en.wikipedia.org/wiki/Architectural_pattern;implicit_invocation;0.5;0.2631578947368421;1.0;1.763157894736842;0.0;0
0;12;https://en.wikipedia.org/wiki/Architectural_pattern;microservices;0.0;0.0;1.0;1.0;0.0;0
0;13;https://en.wikipedia.org/wiki/Architectural_pattern;model_view_presenter;0.0;0.2631578947368421;1.0;1.263157894736842;0.0;0
0;13;https://en.wikipedia.org/wiki/Architectural_pattern;model_view_controller;0.0;0.2631578947368421;1.0;1.263157894736842;0.0;0
0;13;https://en.wikipedia.org/wiki/Architectural_pattern;model_view_viewmodel;0.0;0.2631578947368421;1.0;1.263157894736842;0.0;0
0;13;https://en.wikipedia.org/wiki/Architectural_pattern;presentation_abstraction_control;0.0;0.2631578947368421;1.0;1.263157894736842;0.0;0
0;17;https://en.wikipedia.org/wiki/Architectural_pattern;peer_to_peer;0.0;0.2631578947368421;1.0;1.263157894736842;0.0;0
0;18;https://en.wikipedia.org/wiki/Architectural_pattern;pipe;0.0;0.2631578947368421;1.0;1.263157894736842;0.0;0
0;18;https://en.wikipedia.org/wiki/Architectural_pattern;filter_architecture;0.5;0.2631578947368421;1.0;1.763157894736842;0.0;0
0;25;http://www.opengroup.org/public/arch/p4/patterns/patterns.htm;single_format;0.5;0.024999999999999998;1.0;1.525;1.0;0
0;25;http://www.opengroup.org/public/arch/p4/patterns/patterns.htm;achieved_widespread_acceptance;1.0;0.024999999999999998;1.0;2.025;1.0;0
0;25;http://www.opengroup.org/public/arch/p4/patterns/patterns.htm;describing_patterns;0.5;0.024999999999999998;1.0;1.525;1.0;0
0;26;http://www.opengroup.org/public/arch/p4/patterns/patterns.htm;broad_agreement;0.5;0.024999999999999998;1.0;1.525;0.0;0
0;27;http://www.opengroup.org/public/arch/p4/patterns/patterns.htm;pattern_oriented_software_architecture;1.0;0.024999999999999998;1.0;2.025;0.0;0
0;27;http://www.opengroup.org/public/arch/p4/patterns/patterns.htm;headings;0.0;0.049999999999999996;1.0;1.05;0.0;0
0;29;http://www.opengroup.org/public/arch/p4/patterns/patterns.htm;buschmann;0.0;0.0;1.0;1.0;0.0;0
0;30;http://www.opengroup.org/public/arch/p4/patterns/patterns.htm;meunier;0.0;0.0;1.0;1.0;0.0;0
0;31;http://www.opengroup.org/public/arch/p4/patterns/patterns.htm;rohnert;0.0;0.0;1.0;1.0;0.0;0
0;32;http://www.opengroup.org/public/arch/p4/patterns/patterns.htm;sommerlad;0.0;0.0;1.0;1.0;0.0;0
0;33;http://www.opengroup.org/public/arch/p4/patterns/patterns.htm;stal;0.0;0.0;1.0;1.0;0.0;0
0;33;http://www.opengroup.org/public/arch/p4/patterns/patterns.htm;john_wiley;0.5;0.024999999999999998;1.0;1.525;0.0;0
0;33;http://www.opengroup.org/public/arch/p4/patterns/patterns.htm;sons;0.0;0.024999999999999998;1.0;1.025;0.0;0
0;34;http://www.opengroup.org/public/arch/p4/patterns/patterns.htm;found;0.0;0.024999999999999998;1.0;1.025;0.0;0
0;36;http://www.opengroup.org/public/arch/p4/patterns/patterns.htm;meaningful;0.0;0.024999999999999998;1.0;1.025;0.0;0
0;36;http://www.opengroup.org/public/arch/p4/patterns/patterns.htm;short_phrase;0.5;0.024999999999999998;1.0;1.525;0.0;0
0;36;http://www.opengroup.org/public/arch/p4/patterns/patterns.htm;single_word;0.5;0.024999999999999998;1.0;1.525;0.0;0
0;36;http://www.opengroup.org/public/arch/p4/patterns/patterns.htm;memorable;0.0;0.024999999999999998;1.0;1.025;0.0;0
0;36;http://www.opengroup.org/public/arch/p4/patterns/patterns.htm;typically;0.0;0.049999999999999996;1.0;1.05;0.0;0
0;36;http://www.opengroup.org/public/arch/p4/patterns/patterns.htm;refer;0.0;0.024999999999999998;1.0;1.025;0.0;0
0;38;http://www.opengroup.org/public/arch/p4/patterns/patterns.htm;applying;0.0;0.024999999999999998;1.0;1.025;0.0;0
0;38;http://www.opengroup.org/public/arch/p4/patterns/patterns.htm;problem_indicating;0.5;0.024999999999999998;1.0;1.525;0.0;0
0;38;http://www.opengroup.org/public/arch/p4/patterns/patterns.htm;intended_goals;0.5;0.075;1.0;1.575;0.0;0
0;38;http://www.opengroup.org/public/arch/p4/patterns/patterns.htm;reached;0.0;0.024999999999999998;1.0;1.025;0.0;0
0;40;http://www.opengroup.org/public/arch/p4/patterns/patterns.htm;initial_state;0.5;0.024999999999999998;1.0;1.525;0.0;0
0;40;http://www.opengroup.org/public/arch/p4/patterns/patterns.htm;pre_conditions;0.0;0.024999999999999998;1.0;1.025;0.0;0
0;40;http://www.opengroup.org/public/arch/p4/patterns/patterns.htm;applicable__;0.5;0.0;1.0;1.5;0.0;0
0;42;http://www.opengroup.org/public/arch/p4/patterns/patterns.htm;interact_conflict;0.5;0.024999999999999998;1.0;1.525;0.0;0
0;42;http://www.opengroup.org/public/arch/p4/patterns/patterns.htm;relevant_forces;0.5;0.024999999999999998;1.0;1.525;0.0;0
0;43;http://www.opengroup.org/public/arch/p4/patterns/patterns.htm;kinds;0.0;0.0;1.0;1.0;0.0;0
0;43;http://www.opengroup.org/public/arch/p4/patterns/patterns.htm;make_explicit;0.5;0.024999999999999998;1.0;1.525;0.0;0
0;43;http://www.opengroup.org/public/arch/p4/patterns/patterns.htm;clarify;0.0;0.024999999999999998;1.0;1.025;0.0;0
0;43;http://www.opengroup.org/public/arch/p4/patterns/patterns.htm;intricacies;0.0;0.0;1.0;1.0;0.0;0
0;44;http://www.opengroup.org/public/arch/p4/patterns/patterns.htm;problem_difficult;0.5;0.024999999999999998;1.0;1.525;0.0;0
0;44;http://www.opengroup.org/public/arch/p4/patterns/patterns.htm;generates;0.0;0.024999999999999998;1.0;1.025;0.0;0
0;44;http://www.opengroup.org/public/arch/p4/patterns/patterns.htm;place;0.0;0.024999999999999998;1.0;1.025;0.0;0
0;44;http://www.opengroup.org/public/arch/p4/patterns/patterns.htm;makes;0.0;0.024999999999999998;1.0;1.025;0.0;0
0;45;http://www.opengroup.org/public/arch/p4/patterns/patterns.htm;ways;0.0;0.024999999999999998;1.0;1.025;0.0;0
