3;a_system;0.84;0.0;2.0794415416798357;2.9194415416798356
3;a_sampled_discrete_time_signal;0.84;0.0;2.0794415416798357;2.9194415416798356
3;a_digital_filter;0.793;0.0;2.0794415416798357;2.872441541679836
3;a_system_that_performs_mathematical_operations_on_a_sampled_discrete_time_signal_to_reduce_or_enhance_certain_aspects_of_that_signal;0.793;0.0;2.0794415416798357;2.872441541679836
3;signal_processing;0.746;0.0;2.0794415416798357;2.8254415416798357
3;mathematical_operations;0.564;0.0;2.0794415416798357;2.643441541679836
4;the_analog_filter;0.821;0.0;2.0794415416798357;2.900441541679836
4;continuous_time_analog_signals;0.821;0.0;2.0794415416798357;2.900441541679836
9;Digital_filters;0.921;0.0;2.0794415416798357;3.0004415416798356
9;two_general_purposes_1_separation_of_signals;0.921;0.0;2.0794415416798357;3.0004415416798356
9;signals_that_have_been_combined;0.741;0.0;2.0794415416798357;2.820441541679836
9;signals_that_have_been_distorted_in_some_way;0.741;0.0;2.0794415416798357;2.820441541679836
10;Analog_electronic_filters;0.894;0.0;2.0794415416798357;2.973441541679836
10;these_same_tasks;0.894;0.0;2.0794415416798357;2.973441541679836
10;superior_results;0.773;0.0;2.0794415416798357;2.852441541679836
12;This_introductory_chapter;0.816;0.0;2.0794415416798357;2.8954415416798356
12;the_parameters_you_want_to_look_for_when_learning_about_each_of_these_filters;0.816;0.0;2.0794415416798357;2.8954415416798356
14;Information;0.914;0.0;2.0794415416798357;2.993441541679836
14;Signals;0.914;0.0;2.0794415416798357;2.993441541679836
24;Information;0.914;0.0;2.0794415416798357;2.993441541679836
29;a_section;0.817;0.0;2.0794415416798357;2.8964415416798355
29;analog_filter_design;0.817;0.0;2.0794415416798357;2.8964415416798355
29;It;0.698;0.0;2.0794415416798357;2.7774415416798357
29;strange;0.698;0.0;2.0794415416798357;2.7774415416798357
