1;set;2.0
1;constructing;1.0
1;minimal set;4.66666666667
1;upper bounds;4.0
1;solutions;1.0
1;linear diophantine equations;8.5
1;linear constraints;4.5
1;solving;1.0
1;system;1.0
1;compatibility;1.0
1;systems;1.0
1;natural numbers;4.0
1;criteria;1.0
1;construction;1.0
1;nonstrict inequations;4.0
1;minimal supporting set;7.66666666667
1;minimal generating sets;8.66666666667
1;types;1.66666666667
1;considered types;3.16666666667
1;considered;1.5
1;strict inequations;4.0
1;algorithms;1.0
1;components;1.0
1;mixed types;3.66666666667
2;set;2.0
2;constructing;1.0
2;minimal set;4.66666666667
2;upper bounds;4.0
2;solutions;1.0
2;linear diophantine equations;8.5
2;linear constraints;4.5
2;solving;1.0
2;system;1.0
2;compatibility;1.0
2;systems;1.0
2;natural numbers;4.0
2;criteria;1.0
2;construction;1.0
2;nonstrict inequations;4.0
2;minimal supporting set;7.66666666667
2;minimal generating sets;8.66666666667
2;types;1.66666666667
2;considered types;3.16666666667
2;considered;1.5
2;strict inequations;4.0
2;algorithms;1.0
2;components;1.0
2;mixed types;3.66666666667
3;set;2.0
3;constructing;1.0
3;minimal set;4.66666666667
3;upper bounds;4.0
3;solutions;1.0
3;linear diophantine equations;8.5
3;linear constraints;4.5
3;solving;1.0
3;system;1.0
3;compatibility;1.0
3;systems;1.0
3;natural numbers;4.0
3;criteria;1.0
3;construction;1.0
3;nonstrict inequations;4.0
3;minimal supporting set;7.66666666667
3;minimal generating sets;8.66666666667
3;types;1.66666666667
3;considered types;3.16666666667
3;considered;1.5
3;strict inequations;4.0
3;algorithms;1.0
3;components;1.0
3;mixed types;3.66666666667
4;set;2.0
4;constructing;1.0
4;minimal set;4.66666666667
4;upper bounds;4.0
4;solutions;1.0
4;linear diophantine equations;8.5
4;linear constraints;4.5
4;solving;1.0
4;system;1.0
4;compatibility;1.0
4;systems;1.0
4;natural numbers;4.0
4;criteria;1.0
4;construction;1.0
4;nonstrict inequations;4.0
4;minimal supporting set;7.66666666667
4;minimal generating sets;8.66666666667
4;types;1.66666666667
4;considered types;3.16666666667
4;considered;1.5
4;strict inequations;4.0
4;algorithms;1.0
4;components;1.0
4;mixed types;3.66666666667
