1;a_function;0.711;0.0;2.0794415416798357;2.7904415416798356
1;labeled_training_data;0.711;0.0;2.0794415416798357;2.7904415416798356
1;Supervised_learning;0.935;0.0;2.0794415416798357;3.014441541679836
1;the_machine;0.704;0.0;2.0794415416798357;2.783441541679836
2;The_training_data;0.892;0.0;2.0794415416798357;2.9714415416798357
2;a_set_of_training_examples;0.892;0.0;2.0794415416798357;2.9714415416798357
3;a_vector_and_a_desired_output_value;0.806;0.0;2.0794415416798357;2.885441541679836
3;the_supervisory_signal;0.806;0.0;2.0794415416798357;2.885441541679836
3;a_pair;0.792;0.0;2.0794415416798357;2.871441541679836
3;an_input_object_typically_a_vector_and_a_desired_output_value_also_called_the_supervisory_signal;0.792;0.0;2.0794415416798357;2.871441541679836
3;each_example;0.752;0.0;2.0794415416798357;2.831441541679836
3;a_pair_consisting_of_an_input_object;0.752;0.0;2.0794415416798357;2.831441541679836
4;A_supervised_learning_algorithm_analyzes;0.812;0.0;2.0794415416798357;2.8914415416798356
4;an_inferred_function_which_can_be_used_for_mapping_new_examples;0.812;0.0;2.0794415416798357;2.8914415416798356
5;An_optimal_scenario;0.861;0.0;2.0794415416798357;2.940441541679836
5;the_algorithm;0.861;0.0;2.0794415416798357;2.940441541679836
5;the_class_labels;0.788;0.0;2.0794415416798357;2.8674415416798356
6;the_learning_algorithm;0.854;0.0;2.0794415416798357;2.933441541679836
6;unseen_situations;0.82;0.0;2.0794415416798357;2.8994415416798356
6;a_reasonable_way;0.756;0.0;2.0794415416798357;2.8354415416798355
50;Hi_Jason;0.807;0.0;2.0794415416798357;2.8864415416798357
50;my_Cognitive_Neural_Network_revision;0.807;0.0;2.0794415416798357;2.8864415416798357
50;helpful;0.804;0.0;2.0794415416798357;2.8834415416798356
58;machine_learning_algorithm_that_uses_a_known_dataset;0.935;0.0;2.0794415416798357;3.014441541679836
58;a_type_of_machine_learning_algorithm;0.894;0.0;2.0794415416798357;2.973441541679836
58;the_training_dataset_to_make_predictions;0.894;0.0;2.0794415416798357;2.973441541679836
58;a_known_dataset;0.62;0.0;2.0794415416798357;2.699441541679836
58;machine_learning_algorithm;0.62;0.0;2.0794415416798357;2.699441541679836
59;The_training_dataset;0.782;0.0;2.0794415416798357;2.8614415416798358
59;input_data_and_response_values;0.782;0.0;2.0794415416798357;2.8614415416798358
60;the_supervised_learning_algorithm;0.803;0.0;2.0794415416798357;2.8824415416798357
60;a_model_that_can_make_predictions_of_the_response_values_for_a_new_dataset;0.803;0.0;2.0794415416798357;2.8824415416798357
60;predictions_of_the_response_values;0.708;0.0;2.0794415416798357;2.7874415416798355
60;a_new_dataset;0.708;0.0;2.0794415416798357;2.7874415416798355
61;A_test_dataset;0.761;0.0;2.0794415416798357;2.840441541679836
61;the_model;0.761;0.0;2.0794415416798357;2.840441541679836
62;larger_training_datasets;0.762;0.0;2.0794415416798357;2.8414415416798358
62;models;0.762;0.0;2.0794415416798357;2.8414415416798358
