examples of debuggers;https://www.tutorialspoint.com/gnu_debugger/gdb_debugging_examples.htm;GNU Debugger Tutorial;gnu_debugger_tutorial;1.0;0.18944099378881987;1.0;2.18944099378882;0.0;1;Thu Jun 22 04:51:05 IST 2017
examples of debuggers;https://www.tutorialspoint.com/gnu_debugger/gdb_debugging_examples.htm;GDB _ Home;gdb___home;1.0;0.18944099378881987;1.0;2.18944099378882;0.0;1;Thu Jun 22 04:51:05 IST 2017
examples of debuggers;https://www.tutorialspoint.com/gnu_debugger/gdb_debugging_examples.htm;GDB _ Installation;gdb___installation;1.0;0.18944099378881987;1.0;2.18944099378882;0.0;1;Thu Jun 22 04:51:05 IST 2017
examples of debuggers;https://www.tutorialspoint.com/gnu_debugger/gdb_debugging_examples.htm;GDB _ Commands;gdb___commands;1.0;0.18944099378881987;1.0;2.18944099378882;0.0;1;Thu Jun 22 04:51:05 IST 2017
examples of debuggers;https://www.tutorialspoint.com/gnu_debugger/gdb_debugging_examples.htm;GDB _ Summary;gdb___summary;1.0;0.18944099378881987;1.0;2.18944099378882;0.0;1;Thu Jun 22 04:51:05 IST 2017
examples of debuggers;https://www.tutorialspoint.com/gnu_debugger/gdb_debugging_examples.htm;GDB _ Resources;gdb___resources;1.0;0.18944099378881987;1.0;2.18944099378882;0.0;1;Thu Jun 22 04:51:05 IST 2017
examples of debuggers;https://www.tutorialspoint.com/gnu_debugger/gdb_debugging_examples.htm;GDB _ Discussion;gdb___discussion;1.0;0.18944099378881987;1.0;2.18944099378882;0.0;1;Thu Jun 22 04:51:05 IST 2017
examples of debuggers;https://www.tutorialspoint.com/gnu_debugger/gdb_debugging_examples.htm;Effective Resume Writing;effective_resume_writing;1.0;0.18944099378881987;1.0;2.18944099378882;0.0;1;Thu Jun 22 04:51:05 IST 2017
examples of debuggers;https://www.tutorialspoint.com/gnu_debugger/gdb_debugging_examples.htm;HR Interview Questions;hr_interview_questions;1.0;0.18944099378881987;1.0;2.18944099378882;0.0;1;Thu Jun 22 04:51:05 IST 2017
examples of debuggers;https://docs.microsoft.com/en-us/windows-hardware/drivers/debugger/debugger-command-program-examples; This program uses the MASM expression evaluator;masm_expression_evaluator;1.0;0.1739130434782609;1.0;2.1739130434782608;0.0;1;Thu Jun 22 04:51:05 IST 2017
