Network model;database_model
Hierarchical database model;database_model
Entity–relationship model;database_model
Memory management;database_model
Data structure diagram;database_model
Functional dependency;database_model
IBM Information Management System;database_model
Relational model;database_model
Transaction processing;database_model
File system;database_model
The Real World;database_model
Type conversion;database_model
Economic development;database_model
Database design;database_model
Inverted index;database_model
Data model;database_model
dial indicator;database_model
Hierarchy;database_model
Database;database_model
Typecasting (acting);database_model
Type (metaphysics);database_model
property;database_model
Business process;database_model
Object-oriented programming;database_model
USS Enhance;database_model
Postgraduate education;database_model
Path (computing);database_model
Conflict (process);database_model
Close (surname);database_model
Call (band);database_model
Tree (data structure);database_model
Relational algebra;database_model
Data type;database_model
Loop (computing);database_model
Information;database_model
Class-responsibility-collaboration card;database_model
Diagram;database_model
Record type;database_model
Tree structure;database_model
Object type (object-oriented programming);database_model
Financial transaction;database_model
Entity;database_model
SQL;database_model
Data modeling;database_model
Unique key;database_model
Relational database;database_model
Business administration;database_model
New product development;database_model
Data structure;database_model
Data integrity;database_model
Misuse of statistics;database_model
Classification;database_model
Foreign key;database_model
Star schema;database_model
Biological network;database_model
Telephone number;database_model
Conceptual model;database_model
Interpersonal relationship;database_model
Simple (bank);database_model
Developed country;database_model
Stiffness;database_model
Application software;database_model
Flat file database;database_model
IBM;database_model
Visual Basic;database_model
Programming language;database_model
Internal combustion engine;database_model
Inlet manifold;database_model
exempli gratia;database_model
Data;database_model
Structure;database_model
