MappedWiki;examples of architectural pattern;http://pubs.opengroup.org/architecture/togaf8-doc/arch/chap28.html; Building blocks are what you use.;Toy block;building_blocks;0.5;0.41666666666666663;1.0;1.9166666666666665;0.0;0;Mon Jun 26 20:58:40 IST 2017
UnmappedWiki;examples of architectural pattern;https://msdn.microsoft.com/en-in/library/ee658117.aspx; These are often referred to as the architectural styles, and include patterns such as client server, layered architecture, component_based architecture, message bus architecture, and service_oriented architecture .;Architectural style;architectural_styles;0.5;0.3125;1.0;1.8125;0.0;0;Mon Jun 26 20:58:41 IST 2017
MappedWiki;examples of architectural pattern;https://en.wikipedia.org/wiki/Architectural_pattern;Some additional examples of architectural patterns.;Architectural pattern;architectural_patterns_;0.5;0.2631578947368421;1.0;1.763157894736842;0.0;0;Mon Jun 26 20:58:40 IST 2017
UnmappedWiki;examples of architectural pattern;https://en.wikipedia.org/wiki/Architectural_pattern; Blackboard system.;Blackboard system;blackboard_system;0.5;0.2631578947368421;1.0;1.763157894736842;0.0;0;Mon Jun 26 20:58:41 IST 2017
UnmappedWiki;examples of architectural pattern;https://en.wikipedia.org/wiki/Architectural_pattern; Broker pattern.;Broker pattern;broker_pattern;0.5;0.2631578947368421;1.0;1.763157894736842;0.0;0;Mon Jun 26 20:58:41 IST 2017
UnmappedWiki;examples of architectural pattern;https://en.wikipedia.org/wiki/Architectural_pattern; Event_driven architecture.;Event-driven architecture;event_driven_architecture;0.5;0.2631578947368421;1.0;1.763157894736842;0.0;0;Mon Jun 26 20:58:41 IST 2017
UnmappedWiki;examples of architectural pattern;https://en.wikipedia.org/wiki/Architectural_pattern; Implicit invocation.;Implicit invocation;implicit_invocation;0.5;0.2631578947368421;1.0;1.763157894736842;0.0;0;Mon Jun 26 20:58:41 IST 2017
UnmappedWiki;examples of broker architectural pattern;https://msdn.microsoft.com/en-us/library/ff648096.aspx; You would not want to change the application code at this late a stage in the life cycle.;Biological life cycle;life_cycle;0.5;0.19230769230769232;1.0;1.6923076923076923;0.0;0;Mon Jun 26 20:58:41 IST 2017
UnmappedWiki;examples of broker architectural pattern;https://msdn.microsoft.com/en-us/library/ff648096.aspx; You would not want to change the application code at this late a stage in the life cycle.;Glossary of computer software terms;application_code;0.5;0.19230769230769232;1.0;1.6923076923076923;0.0;0;Mon Jun 26 20:58:41 IST 2017
MappedWiki;examples of architectural pattern;https://msdn.microsoft.com/en-in/library/ee658117.aspx; These are often referred to as the architectural styles, and include patterns such as client server, layered architecture, component_based architecture, message bus architecture, and service_oriented architecture .;Client–server model;client-server;0.5;0.15625;1.0;1.65625;0.0;0;Mon Jun 26 20:58:40 IST 2017
