3;WSNs;include;a_large_number_of_sensor_nodes_actuator_nodes_gateways_and_clients;0.692
4;Recent_progress;has_facilitated_so_on;the_vast_variety_of_uses_of_WSNs;0.579
4;Recent_progress;has_facilitated_the_vast_variety_of_uses_of_WSNs_so_on_in;the_military_traffic_observation;0.342
5;The_designers_of_WSNs;have_been_faced;many_new_challenges;0.713
6;improved_solutions;to_confront_as;a_result;0.542
7;they;so_may_be_used_in;applications;0.833
7;The_prospect_expansions;must_construct;influential_and_expenditure_effective_devices;0.741
8;This_paper;also_describes;the_modern_research_challenges;0.807
9;it;finally_reviews_of;security_methods;0.593
9;it;finally_reviews;a_number_of_security_methods;0.555
