38;a_plane_real_algebraic_curve;is_the_set_of;points;0.936
38;whose_coordinates;are_zeros_of;some_polynomial;0.932
38;whose_coordinates;are_zeros_of_some_polynomial_in;two_variables;0.906
38;a_plane_real_algebraic_curve;is;the_set_of_points;0.794
38;a_plane_real_algebraic_curve;is_the_set_of_points_in;mathematics;0.746
39;an_algebraic_curve;More_generally_is;similar;0.652
48;Every_algebraic_curve;may_be_uniquely_decomposed_remarkable_points_into;a_finite_number_of_smooth_monotone_arcs;0.87
48;smooth_monotone_arcs;be_connected_by;some_points;0.655
48;Every_algebraic_curve;may_be_uniquely_decomposed;remarkable_points;0.619
49;A_smooth_monotone_arc;is_the_graph_of;a_smooth_function_which_is_defined_and_monotone_on_an_open_interval_of_the_x_axis;0.953
49;A_smooth_monotone_arc;is;the_graph_of_a_smooth_function;0.736
49;a_smooth_function_which_is_defined;be_monotone_on;an_open_interval_of_the_x_axis;0.53
50;an_arc;is;unbounded;0.653
50;an_arc;is_unbounded_in;each_direction;0.48
60;the_affine_curve;is_a_part_of;the_projective_curve_that_is_large_enough_to_well_define_the_complete_curve;0.926
60;the_affine_curve;is;a_part_of_the_projective_curve;0.621
61;points;calling_the_points_of_the_projective_completion_that_do_not_belong_to_be_the_affine_part_at;infinity_of_the_affine_curve;0.437
61;the_points_of_the_projective_completion_that_do_not_belong_to_the_affine_part;be_calling_points_at;infinity_of_the_affine_curve;0.436
71;Algebra;is;all_about_graphing_relationships_and_the_curve;0.754
71;all_about_graphing_relationships_and_the_curve;is;one_of_the_most_basic_shapes;0.724
