1;https://www.elprocus.com/introduction-to-wireless-sensor-networks-types-and-applications/;dolcera;1.0;0.0;5.0;1
3;https://www.elprocus.com/introduction-to-wireless-sensor-networks-types-and-applications/;underground wsns;2.0;0.125;5.0;1
3;https://www.elprocus.com/introduction-to-wireless-sensor-networks-types-and-applications/;amrita;1.0;0.0;5.0;1
4;https://www.elprocus.com/introduction-to-wireless-sensor-networks-types-and-applications/;water wsns;2.0;0.125;5.0;1
4;https://www.elprocus.com/introduction-to-wireless-sensor-networks-types-and-applications/;jurdak;1.0;0.0;5.0;1
5;https://www.elprocus.com/introduction-to-wireless-sensor-networks-types-and-applications/;multimedia wsns;2.0;0.125;2.5;1
5;https://www.elprocus.com/introduction-to-wireless-sensor-networks-types-and-applications/;ohio_state;1.0;0.125;5.0;1
6;https://www.elprocus.com/introduction-to-wireless-sensor-networks-types-and-applications/;immateriel;1.0;0.0;5.0;1
7;https://www.elprocus.com/introduction-to-wireless-sensor-networks-types-and-applications/;dolcera;1.0;0.0;5.0;0
9;https://www.elprocus.com/introduction-to-wireless-sensor-networks-types-and-applications/;underground wsns;2.0;0.125;5.0;0
9;https://www.elprocus.com/introduction-to-wireless-sensor-networks-types-and-applications/;amrita;1.0;0.0;5.0;0
10;https://www.elprocus.com/introduction-to-wireless-sensor-networks-types-and-applications/;water wsns;2.0;0.125;5.0;0
10;https://www.elprocus.com/introduction-to-wireless-sensor-networks-types-and-applications/;jurdak;1.0;0.0;5.0;0
11;https://www.elprocus.com/introduction-to-wireless-sensor-networks-types-and-applications/;multimedia wsns;2.0;0.125;2.5;0
11;https://www.elprocus.com/introduction-to-wireless-sensor-networks-types-and-applications/;ohio_state;1.0;0.125;5.0;0
12;https://www.elprocus.com/introduction-to-wireless-sensor-networks-types-and-applications/;immateriel;1.0;0.0;5.0;0
13;https://www.elprocus.com/architecture-of-wireless-sensor-network-and-applications/;osi architecture model;3.0;0.034482758620689655;5.0;0
13;https://www.elprocus.com/architecture-of-wireless-sensor-network-and-applications/;common wsn architecture;3.0;0.034482758620689655;5.0;0
14;https://www.elprocus.com/architecture-of-wireless-sensor-network-and-applications/;layers;1.5;0.0;5.0;0
14;https://www.elprocus.com/architecture-of-wireless-sensor-network-and-applications/;cross layers;1.75;0.034482758620689655;5.0;0
14;https://www.elprocus.com/architecture-of-wireless-sensor-network-and-applications/;architecture;1.0;0.0;5.0;0
14;https://www.elprocus.com/architecture-of-wireless-sensor-network-and-applications/;wsn includes;2.0;0.034482758620689655;5.0;0
15;https://www.elprocus.com/architecture-of-wireless-sensor-network-and-applications/;layers;1.0;0.0;5.0;0
15;https://www.elprocus.com/architecture-of-wireless-sensor-network-and-applications/;application;1.0;0.0;5.0;0
15;https://www.elprocus.com/architecture-of-wireless-sensor-network-and-applications/;require;1.0;0.034482758620689655;5.0;0
15;https://www.elprocus.com/architecture-of-wireless-sensor-network-and-applications/;sensor;1.0;0.034482758620689655;5.0;0
15;https://www.elprocus.com/architecture-of-wireless-sensor-network-and-applications/;transport;1.0;0.034482758620689655;5.0;0
16;https://www.elprocus.com/architecture-of-wireless-sensor-network-and-applications/;power management;2.0;0.034482758620689655;5.0;0
16;https://www.elprocus.com/architecture-of-wireless-sensor-network-and-applications/;task management;2.0;0.034482758620689655;5.0;0
