8;Entity;attribute;value_model;0.767
35;Entity;attribute;value_model;0.767
65;two_that_make_up_its_name;be_combines_by;The_object_relational_model;0.736
71;A_Database_model;defines;the_logical_design_of_data;0.833
72;The_model;describes;the_relationships;0.807
72;different;be_parts_of;the_data;0.303
73;three_models;Historically_are_commonly_used_in;database_design;0.764
80;Database_systems;can_be_based_on;different_data_models_or_database_models;0.9
81;A_data_model;is_a_collection_of;concepts_and_rules;0.939
81;A_data_model;is_a_collection_of_concepts_for;the_description_of_the_structure_of_the_database;0.922
81;A_data_model;is;a_collection_of_concepts;0.736
82;Structure_of_the_database;means;the_data_types;0.74
106;abstraction;to_be_introduce_in;a_DBMS.;0.691
107;they;be_stored_inside;the_system)[attrib=Data_models_define;0.92
107;data;is_connected_to;each_other)[attrib=Data_models_define;0.894
107;they;is_connected_to;each_other)[attrib=Data_models_define;0.852
107;data;be_stored_inside;the_system)[attrib=Data_models_define;0.807
108;Entity;is;a_real_world_entity_having_properties;0.718
108;Entity;be_An_entity_in;an_ER_Model;0.561
110;a_student;is_considered_as;an_entity;0.914
110;a_student;is_considered_in;a_school_database;0.754
110;a_student;is_considered_for;example;0.46
111;Student;has;various_attributes;0.768
111;age;be_various_attributes_like;name;0.343
112;Entity;is;a_real_world_entity_having_properties;0.718
112;an_entity_Student;has;various_attributes;0.661
112;Entity;be_An_entity_in;an_ER_Model;0.561
112;age;be_various_attributes_like;name;0.343
113;relationship_Relationships;are_mapped_with;entities;0.94
113;cardinalities;define_the_number_of_association_between;two_entities_Mapping_cardinalities_one_to_one_one_to_many_many_to_one_many_to_many;0.911
113;the_number_of_association;be_define_between;two_entities_Mapping_cardinalities_one_to_one_one_to_many_many_to_one_many_to_many;0.877
113;cardinalities;define;the_number_of_association;0.874
114;A_database_model;is_primarily_a_type_of;data_model;0.93
114;A_database_model;is_primarily;a_type_of_data_model;0.816
115;a_database_model;can_include;entities_their_relationships_data_flow_tables_and_more;0.756
