algorithms in mlpack;https://github.com/mlpack/mlpack/wiki/CollaborativeFiltering; Some of the known methods use Alternating_Least_Squares , Singular Value Decomposition , Stochastic gradient descent etc.;stochastic_gradient_descent_;1.0;1.0;1.0;3.0;0.0;0;Wed Jun 28 06:37:11 IST 2017
algorithms in mlpack;http://www.mlpack.org/about.html; Nearest neighbor search with dual_tree algorithms .;nearest_neighbor_search;1.0;0.049999999999999996;1.0;2.05;0.0;0;Wed Jun 28 06:37:11 IST 2017
algorithms in mlpack;http://www.mlpack.org/about.html; Linear regression .;linear_regression;0.6;0.049999999999999996;1.0;1.65;0.0;0;Wed Jun 28 06:37:11 IST 2017
algorithms in mlpack;http://www.mlpack.org/about.html; Hidden Markov models .;hidden_markov_model;1.0;0.049999999999999996;0.41666666666666663;1.4666666666666668;0.0;0;Wed Jun 28 06:37:11 IST 2017
algorithms in mlpack;http://www.mlpack.org/about.html; Naive Bayes classifier .;naive_bayes_classifier;1.0;0.049999999999999996;0.41666666666666663;1.4666666666666668;0.0;0;Wed Jun 28 06:37:11 IST 2017
algorithms in mlpack;http://www.mlpack.org/about.html; Principal components analysis .;principal_component_analysis;1.0;0.049999999999999996;0.41666666666666663;1.4666666666666668;0.0;0;Wed Jun 28 06:37:11 IST 2017
algorithms in mlpack;http://www.mlpack.org/about.html; k_Means clustering .;k-means_clustering;0.6;0.049999999999999996;0.41666666666666663;1.0666666666666667;0.0;0;Wed Jun 28 06:37:11 IST 2017
algorithms in mlpack;http://www.mlpack.org/about.html; Locality_sensitive hashing for approximate nearest neighbor search .;locality-sensitive_hashing;0.6;0.049999999999999996;0.41666666666666663;1.0666666666666667;0.0;0;Wed Jun 28 06:37:11 IST 2017
algorithms in mlpack;http://www.mlpack.org/about.html; Logistic regression .;logistic_regression;0.6;0.049999999999999996;0.41666666666666663;1.0666666666666667;0.0;0;Wed Jun 28 06:37:11 IST 2017
algorithms in mlpack;https://en.wikipedia.org/wiki/MLPACK_(C%252B%252B_library); Tree_based Neighbor Search , using either kd_trees or cover trees.;cover_tree_;0.6;0.0;0.41666666666666663;1.0166666666666666;0.0;0;Wed Jun 28 06:37:11 IST 2017
